Inspection ID,Establishment ID,Name,Inspection Date,Inspection Type,Inspector ID,Priority Violations,Foundation Violations,Core Violations,Total Corrected Priority + Foundation Violations,In Compliance
43219,1050,Detroit Robin Inc./Red Robin ,08/21/2018,Routine Inspection,112,1,0,0,0,No
43183,2696,Fush LLC DBA Cover Girls Lounge,08/21/2018,Routine Inspection,126,1,0,4,1,Yes
43171,956,La Chambre Lounge,08/21/2018,Routine Inspection,127,1,3,2,3,No
43177,51622457,La Lanterna,08/21/2018,Routine Inspection,124,2,6,2,8,Yes
43228,1304,Popeye's Chicken & Biscuits,08/21/2018,Routine Inspection,127,0,1,6,1,Yes
43165,379,Roostertail Inc.,08/21/2018,Routine Inspection,87,0,0,4,0,Yes
43420,2392,Royal Grill,08/21/2018,Complaint,114,1,0,0,1,Yes
43421,2392,Royal Grill,08/21/2018,Routine Inspection,114,4,3,5,5,No
43175,344,Sindbads Inc.,08/21/2018,Routine Inspection,87,0,0,1,0,Yes
43164,5250,Warren Fresh Fish,08/21/2018,Routine Inspection,87,0,2,4,2,Yes
43224,1703,Westminster Church of Detroit,08/21/2018,Routine Inspection,112,0,2,0,0,No
43156,1899,Inuendo,08/20/2018,Routine Inspection,137,0,0,2,0,Yes
43166,225,Renaissance Bowling Center,08/20/2018,Routine Inspection,87,0,1,1,1,Yes
43216,597,Subway #53184,08/20/2018,Routine Inspection,131,0,0,2,0,Yes
43174,51622516,The In Les Place,08/20/2018,Routine Inspection,87,0,2,1,2,Yes
43155,1899,Inuendo,08/17/2018,Routine Inspection,126,0,0,0,0,Yes
43762,4615,Buffalo Wild Wings,08/16/2018,Complaint,131,0,0,0,0,Yes
43149,1188,Church's Fried Chicken #345,08/16/2018,Routine Inspection,87,0,0,2,0,Yes
43148,51622463,Corktown Tavern Inc.,08/16/2018,Routine Inspection,87,0,1,7,1,Yes
43251,4853,Downtown Louie's,08/16/2018,Routine Inspection,124,1,4,2,5,Yes
43147,2049,Popeye's Chicken & Biscuits,08/16/2018,Routine Inspection,126,1,1,3,2,Yes
43279,2100,Popeye's Chicken & Biscuits #6095,08/16/2018,Routine Inspection,127,0,0,0,0,Yes
43277,415,Popeye's Lousiana Kitchen,08/16/2018,Complaint,127,0,0,0,0,Yes
43419,1662,Supino Pizzeria,08/16/2018,Complaint,114,1,0,0,1,Yes
43163,1353,Vince's Italian Rest & Pizzeria,08/16/2018,Routine Inspection,128,1,1,1,2,Yes
43172,5115,Farmer Kay Market,08/15/2018,Routine Inspection,127,2,2,2,3,No
43143,51622772,Get Back Up Inc. East,08/15/2018,Routine Inspection,87,0,2,2,0,No
43144,51622576,Ginger Berry LLC,08/15/2018,Routine Inspection,87,0,1,1,1,Yes
43169,5026,Old Redford Kitchen & Cafe,08/15/2018,Routine Inspection,127,6,1,2,6,No
43271,629,V.F.W. Post #2233 James Europe,08/15/2018,Routine Inspection,137,0,0,3,0,Yes
43120,2675,Brooklyn Street Local,08/14/2018,Routine Inspection,87,0,0,2,0,Yes
43121,5029,Chene Grill Inc. ,08/14/2018,Routine Inspection,87,0,1,5,1,Yes
43139,1535,Detroit Donuts,08/14/2018,Routine Inspection,114,0,1,4,1,Yes
43152,51622681,Detroit Fitness Foundation,08/14/2018,Preopening/New,122,0,0,0,0,Yes
45419,51622827,Kit Chen Thai at DMC,08/14/2018,Routine Inspection,114,3,3,1,6,Yes
43360,1934,Steve's Soul Food-Commissary,08/14/2018,Routine Inspection,131,3,5,6,0,No
43763,51622573,Steve's World of Food #2,08/14/2018,Routine Inspection,131,0,0,0,0,Yes
43140,51622479,Tou & Mai,08/14/2018,Routine Inspection,114,1,1,2,2,Yes
43118,3184,Trolley's,08/14/2018,Routine Inspection,87,0,0,5,0,Yes
43116,1071,McDonald's #2527,08/13/2018,Routine Inspection,87,0,0,10,0,Yes
43138,4170,New Center Park,08/11/2018,Routine Inspection,114,0,0,2,0,Yes
43305,5109,Andiamo Concert Venue,08/10/2018,Routine Inspection,124,1,2,1,3,Yes
43184,3510,Checkers #6239,08/10/2018,Routine Inspection,126,1,0,5,1,Yes
43407,1882,City Pekin Chinese Food,08/10/2018,Routine Inspection,87,0,0,3,0,Yes
43112,5291,Cosmic Burrito LLC,08/10/2018,Preopening/New,122,1,0,3,1,Yes
44812,634,Little Caesar's Pizza #39,08/10/2018,Complaint,127,0,0,0,0,Yes
43765,4883,Livernois & I96 Subway Inc,08/10/2018,Routine Inspection,131,0,0,2,0,Yes
43179,4680,Motor City Casino - Pit Stop Bar,08/10/2018,Routine Inspection,124,0,1,1,1,Yes
43241,3783,Motor City Casino - Sound Board,08/10/2018,Routine Inspection,124,0,0,1,0,Yes
43242,3784,Motor City Casino - Theatre Bar #2,08/10/2018,Routine Inspection,124,0,0,1,0,Yes
43240,3785,Motor City Casino - Theatre Bar #3,08/10/2018,Routine Inspection,124,0,0,1,0,Yes
43239,3788,Motor City Casino - Theatre Bar #4,08/10/2018,Routine Inspection,124,0,2,2,0,No
43766,1128,Royal Grill,08/10/2018,Routine Inspection,131,3,3,4,6,Yes
43322,3669,Stonecrest Center,08/10/2018,Routine Inspection,126,0,0,5,0,Yes
43111,1731,Capuchin Kitchen,08/09/2018,Routine Inspection,87,0,0,2,0,Yes
43321,1213,Chili Boys (Lou's Coney Island),08/09/2018,Routine Inspection,126,3,0,3,3,Yes
43099,1871,Clay Super Coney Island,08/09/2018,Routine Inspection,114,2,1,5,3,Yes
43157,51622620,Cobb Corner Bar,08/09/2018,Plan Review/Pre-Open,133,0,0,0,0,Yes
43100,1683,Coffee Master,08/09/2018,Routine Inspection,114,0,0,2,0,Yes
43084,51622606,Founders Brewing Company,08/09/2018,Routine Inspection,124,2,2,1,4,Yes
43101,4370,"Fourteen East, LLC",08/09/2018,Routine Inspection,114,0,0,2,0,Yes
43614,51622772,Get Back Up Inc. East,08/09/2018,Preopening/New,122,0,0,1,0,Yes
43115,3195,La Cina,08/09/2018,Routine Inspection,87,1,0,0,1,Yes
43176,4648,Ottava Via,08/09/2018,Routine Inspection,87,0,1,1,1,Yes
43324,51622458,Willis Show Bar,08/09/2018,Routine Inspection,126,1,0,0,0,No
43096,51622560,Captain Jay's #120,08/08/2018,Routine Inspection,114,3,4,8,4,No
43082,1135,Detroit Marriott Main Kitchen Hotel,08/08/2018,Routine Inspection,124,1,0,4,1,Yes
43409,1958,Hollywood Coney Island,08/08/2018,Routine Inspection,127,0,0,0,0,Yes
43098,698,New China Wang,08/08/2018,Routine Inspection,114,1,0,1,1,Yes
43080,5406,Norma G's Detroit,08/08/2018,Routine Inspection,87,0,0,1,0,Yes
43168,415,Popeye's Lousiana Kitchen,08/08/2018,Routine Inspection,127,0,0,0,0,Yes
43097,4344,Sgt. Pepperoni's Pizzaria & Deli/GB,08/08/2018,Routine Inspection,114,0,4,6,4,Yes
43083,3760,Volt,08/08/2018,Routine Inspection,124,3,0,1,2,No
43075,51622608,Anita's Kitchen,08/07/2018,Routine Inspection,124,1,1,2,2,Yes
43091,4994,Harper Hutzel Hospital ,08/07/2018,Routine Inspection,114,0,0,1,0,Yes
43079,1104,Maison Fine Food Inc.,08/07/2018,Routine Inspection,87,0,1,1,1,Yes
43743,2722,Nu Wave Fish & Chicken,08/07/2018,Routine Inspection,127,0,0,0,0,Yes
43821,2722,Nu Wave Fish & Chicken,08/07/2018,Routine Inspection,127,1,2,5,2,No
43094,5192,"Papa Joe's Gourmet Market DMC, LLC",08/07/2018,Routine Inspection,114,2,3,5,5,Yes
43095,785,Parks Old Style Bar-B-Q ,08/07/2018,Routine Inspection,114,3,4,5,7,Yes
43088,513,Subway Harbortown Detroit,08/07/2018,Routine Inspection,87,0,0,2,0,Yes
43078,5113,Takoi,08/07/2018,Routine Inspection,87,0,2,3,2,Yes
43317,5032,Tasty World,08/07/2018,Routine Inspection,126,2,0,5,0,No
43076,3958,The District Bar and Grill,08/07/2018,Routine Inspection,124,0,2,4,2,Yes
45155,51622774,Big Al's Fish & Chicken,08/06/2018,Routine Inspection,122,0,0,0,0,Yes
43074,51622734,Club Caribbean Bar & Grill,08/06/2018,Plan Review/Final/Ap,133,0,0,0,0,Yes
43282,1388,Golightly  Career Tech,08/06/2018,Routine Inspection,87,1,0,3,0,No
45108,1496,McDonald's,08/06/2018,Routine Inspection,124,2,3,6,4,No
44907,51622630,Veggininies Paradise Cafe,08/06/2018,Routine Inspection,87,0,0,0,0,Yes
43077,51622630,Veggininies Paradise Cafe,08/06/2018,Complaint,87,0,1,1,1,Yes
45120,51622630,Veggininies Paradise Cafe,08/06/2018,Complaint,87,0,0,0,0,Yes
43349,2467,China Wok,08/04/2018,Routine Inspection,114,3,1,8,4,Yes
43310,2695,Akebulan Village,08/03/2018,Routine Inspection,114,1,0,3,1,Yes
43061,3931,Blue Water Exploration Commissary,08/03/2018,Routine Inspection,87,1,0,0,1,Yes
43060,1580,Diamond Jack-Blue Water Exploration,08/03/2018,Mobile Inspection,87,0,0,0,0,Yes
43315,1360,Motor City Coney Island,08/03/2018,Routine Inspection,126,0,1,3,1,Yes
43337,5161,Southern Fire Bistro & Lounge,08/03/2018,Routine Inspection,87,0,0,3,0,Yes
43062,4756,Urban Soul Restaurant,08/03/2018,Complaint,87,0,0,0,0,Yes
43058,1870,Belle Isle Pizza (fka) Garalino's Pizza,08/02/2018,Routine Inspection,87,0,0,1,0,Yes
43834,5206,Bucharest Grill,08/02/2018,Complaint,131,0,0,0,0,Yes
43835,5206,Bucharest Grill,08/02/2018,Complaint,131,0,1,0,0,No
43105,5424,China House ,08/02/2018,Routine Inspection,127,2,1,0,3,Yes
43106,1093,Church's Fried Chicken #456,08/02/2018,Routine Inspection,127,0,3,3,2,No
43056,1578,Grandy's Coney Island,08/02/2018,Complaint Follow-Up,87,0,0,0,0,Yes
43113,654,Gratiot Grill Coney Island,08/02/2018,Routine Inspection,126,1,0,3,1,Yes
43059,651,Harbortown Pizza & Subs Inc. d/b/a Jet's,08/02/2018,Routine Inspection,87,1,1,4,2,Yes
43065,3511,Ross Catering,08/02/2018,Routine Inspection,126,0,3,2,2,No
43304,4812,Starbucks #22169,08/02/2018,Routine Inspection,124,0,0,3,0,Yes
43107,1305,Teenie's Deli Inc.,08/02/2018,Routine Inspection,127,1,1,2,1,No
43067,4291,Tommy's Detroit Bar and Grill,08/02/2018,Routine Inspection,124,2,1,7,3,Yes
43057,51622579,Amore Da Roma,08/01/2018,Routine Inspection,87,0,1,0,1,Yes
43049,300,Billy's Coney Island,08/01/2018,Routine Inspection,112,1,0,0,1,Yes
43102,4838,Bread Basket Deli,08/01/2018,Routine Inspection,127,2,0,2,2,Yes
43103,4610,Captain Jay's Fish & Chicken #110,08/01/2018,Routine Inspection,127,1,5,1,1,No
43109,2393,Cosmos Coney Island,08/01/2018,Routine Inspection,127,2,4,5,5,No
43047,5114,Dessert Oasis Coffee Roasters,08/01/2018,Routine Inspection,124,2,3,1,3,No
43052,5234,Fish & Chicken Stop Inc.,08/01/2018,Routine Inspection,112,1,1,3,0,No
43046,51622674,Google Detroit Cafe,08/01/2018,Preopening/New,122,0,0,0,0,Yes
43055,1578,Grandy's Coney Island,08/01/2018,Complaint Follow-Up,87,0,0,0,0,Yes
43048,1097,Hayloft Saloon,08/01/2018,Routine Inspection,112,0,1,0,0,No
43308,657,IHOP #01284,08/01/2018,Routine Inspection,87,0,0,4,0,Yes
44695,4748,New Center Grill,08/01/2018,Complaint,83,0,0,0,0,Yes
43036,4865,Birmingham Deli,07/31/2018,Complaint,83,0,0,0,0,Yes
43051,1406,Christland Missionary Baptist Church,07/31/2018,Routine Inspection,112,0,0,0,0,Yes
43038,4286,Jalen Rose Leadership Acadamy,07/31/2018,Routine Inspection,83,0,0,0,0,Yes
43045,51622696,Kiesling,07/31/2018,Routine Inspection,87,0,1,1,0,No
43039,911,Mumford High School,07/31/2018,Routine Inspection,130,0,0,1,0,Yes
43050,1515,"Pizzaplace Dearborn, Inc",07/31/2018,Routine Inspection,112,0,0,0,0,Yes
43108,2100,Popeye's Chicken & Biscuits #6095,07/31/2018,Routine Inspection,127,1,3,6,1,No
43044,3260,St. John's Congregational Church,07/31/2018,Routine Inspection,87,1,0,1,1,Yes
43104,1610,Sun China Restaurant,07/31/2018,Routine Inspection,127,6,2,7,7,No
43162,1500,Taqueria El Rey,07/31/2018,Routine Inspection,128,1,2,1,2,No
43053,1933,Warrendale Academy,07/31/2018,Complaint,112,0,0,0,0,Yes
43231,4342,El Taco Veloz,07/30/2018,Routine Inspection,128,1,0,1,1,Yes
43043,1578,Grandy's Coney Island,07/30/2018,Complaint,87,0,0,0,0,Yes
43023,3791,Mr. Pita,07/30/2018,Complaint,124,0,0,0,0,Yes
43030,1488,New Parthenon,07/30/2018,Routine Inspection,133,13,7,16,6,No
43024,51622746,Tacos El Rodeo,07/30/2018,Mobile Inspection,87,1,1,0,2,Yes
45206,4888,Chung's,07/28/2018,Complaint,131,0,0,0,0,Yes
43768,4165,SEVA DETROIT,07/28/2018,Routine Inspection,131,3,2,3,5,Yes
43017,4800,Asian Corned Beef,07/27/2018,Complaint,127,0,0,0,0,Yes
42995,4781,Bucharest Grill,07/27/2018,Routine Inspection,87,1,0,0,1,Yes
42997,2647,Captain Jay's Fish & Chicken #101,07/27/2018,Complaint,131,0,0,0,0,Yes
43005,5196,Captain Jay's Fish & Chicken #113,07/27/2018,Complaint,127,0,0,2,0,Yes
43015,5196,Captain Jay's Fish & Chicken #113,07/27/2018,Routine Inspection,127,3,1,4,4,Yes
43034,51622699,Deluxx Fluxx,07/27/2018,Preopening/New,122,0,0,4,0,Yes
42986,1818,Diamond Belle-Blue Water Exploration,07/27/2018,Mobile Inspection,87,0,0,0,0,Yes
42985,3115,Diamond Queen-Blue Water Exploration,07/27/2018,Mobile Inspection,87,0,0,2,0,Yes
42993,5381,Mack Coney Island,07/27/2018,Routine Inspection,87,0,0,3,0,Yes
43019,2100,Popeye's Chicken & Biscuits #6095,07/27/2018,Complaint,127,0,0,0,0,Yes
43004,3626,Starbucks-Marriott Ren Cen,07/27/2018,Routine Inspection,124,0,1,3,1,Yes
43066,5186,The Royce Detroit,07/27/2018,Routine Inspection,124,0,1,1,1,Yes
42991,51622665,Van Dyke Coney Island,07/27/2018,Plan Review/Final/Ap,133,0,0,1,0,Yes
42980,51622517,Brass Rail,07/26/2018,Routine Inspection,124,2,1,5,3,Yes
43013,2717,Checkers ,07/26/2018,Routine Inspection,127,0,0,0,0,Yes
43022,1669,Chopstick Carry-out,07/26/2018,Routine Inspection,112,0,4,6,4,Yes
43014,1267,Church's Fried Chicken #991,07/26/2018,Routine Inspection,127,1,1,3,1,No
45178,2330,Detroit Institute of Arts -Cafe DIA,07/26/2018,Routine Inspection,131,0,2,1,2,Yes
45177,4248,Detroit Institute of Arts-Kresge Court,07/26/2018,Routine Inspection,131,0,0,1,0,Yes
42977,51622720,Durdens Catering LLC,07/26/2018,Routine Inspection,87,0,0,1,0,Yes
43160,1452,El Palenque,07/26/2018,Routine Inspection,128,1,0,0,1,Yes
43161,1147,El Rancho Mexican Restaurant,07/26/2018,Routine Inspection,128,0,1,2,1,Yes
42983,5233,Evergreen Fish Express LLC,07/26/2018,Routine Inspection,112,1,0,1,1,Yes
44289,51622731,Greektown Casino- Bluff Bar,07/26/2018,Preopening/New,122,0,0,0,0,Yes
42979,548,Israel of God Church,07/26/2018,Routine Inspection,87,0,0,0,0,Yes
43767,579,Jacoby's German Biergarten,07/26/2018,Routine Inspection,131,3,4,8,6,No
42982,1524,North American Indian Association,07/26/2018,Routine Inspection,112,0,0,0,0,Yes
43007,1504,Omega Coney Island ,07/26/2018,Routine Inspection,127,2,1,0,3,Yes
45054,4972,Punch Bowl 360 Bar,07/26/2018,Routine Inspection,131,2,1,2,3,Yes
45057,4912,Punch Bowl Social-Detroit,07/26/2018,Routine Inspection,131,2,2,6,4,Yes
45056,4973,Punch Bowl VIP,07/26/2018,Routine Inspection,131,0,0,0,0,Yes
43364,51622670,Second Best Bar,07/26/2018,Preopening/New,122,0,0,2,0,Yes
43009,353,Aurora Coney Island,07/25/2018,Routine Inspection,127,4,7,3,9,No
43389,51622811,Avalon International Breads,07/25/2018,Routine Inspection,87,0,1,4,1,Yes
45157,5140,Basement Burger Bar,07/25/2018,Routine Inspection,131,3,2,2,5,Yes
42974,51622771,Clementina Cocina & Libaciones- Bar,07/25/2018,Routine Inspection,124,0,1,0,1,Yes
42975,51622773,Clementina Cocina & Libaciones- Mobile,07/25/2018,Routine Inspection,124,1,0,2,1,Yes
45180,4631,Cottage Inn Pizza,07/25/2018,Routine Inspection,131,1,0,4,1,Yes
43008,3907,D Town Fish & Soul Food,07/25/2018,Routine Inspection,127,1,2,4,2,No
43159,2224,El Asador,07/25/2018,Routine Inspection,128,2,3,1,3,No
42972,2048,Elwood Bar & Grill,07/25/2018,Routine Inspection,87,0,0,2,0,Yes
45179,2728,Hard Rock Cafe,07/25/2018,Routine Inspection,131,1,1,5,2,Yes
45154,1403,Pizza Papalis Taverna,07/25/2018,Routine Inspection,131,3,3,5,5,No
42976,51622498,Prime + Proper,07/25/2018,Routine Inspection,124,0,0,0,0,Yes
43011,738,Roseland Bar & Grill,07/25/2018,Routine Inspection,127,0,2,1,2,Yes
42973,322,"Twentieth Century Club, (Gem Theatre)",07/25/2018,Routine Inspection,87,0,0,1,0,Yes
43723,4629,Athens Souvlaki ,07/24/2018,Complaint,124,1,0,0,1,Yes
42967,51622568,Bread Basket Deli Downtown Detroit,07/24/2018,Routine Inspection,87,0,0,0,0,Yes
43010,751,Dairy Queen of Redford,07/24/2018,Routine Inspection,127,0,0,0,0,Yes
43300,371,Detroit #1 Coney Island,07/24/2018,Complaint,124,0,0,2,0,Yes
42968,1737,Genesis House III (EAST),07/24/2018,Routine Inspection,87,0,0,2,0,Yes
42989,3484,Guzman's Commissary,07/24/2018,Routine Inspection,128,0,2,2,2,Yes
43012,601,North Rosedale Community House,07/24/2018,Routine Inspection,127,0,0,1,0,Yes
42981,261,Park-Joy Bar,07/24/2018,Routine Inspection,112,0,0,1,0,Yes
42965,2049,Popeye's Chicken & Biscuits,07/24/2018,Complaint,126,2,1,15,3,Yes
42971,4779,Potbelly Sandwich Shop,07/24/2018,Routine Inspection,124,1,0,3,1,Yes
42990,5223,Primo's Tacos,07/24/2018,Routine Inspection,128,0,0,0,0,Yes
43006,1003,T & J Coney Island,07/24/2018,Routine Inspection,127,2,2,0,4,Yes
42963,5205,Coriander,07/23/2018,Routine Inspection,87,0,0,0,0,Yes
43769,5079,Diversified Members Credit Union,07/23/2018,Routine Inspection,131,0,0,1,0,Yes
43021,4245,New Prospect Missionary Baptist Church,07/23/2018,Routine Inspection,112,0,0,0,0,Yes
42966,3893,Northeast Guidance Center,07/23/2018,Routine Inspection,87,0,0,3,0,Yes
43028,2419,Guild Coffee Bar- Central Hub,07/21/2018,Preopening/New,122,0,0,0,0,Yes
42961,5043,Grandys Coney Island,07/20/2018,Routine Inspection,126,1,1,1,2,Yes
45047,4906,"Jose's Tacos, LLC",07/20/2018,Routine Inspection,131,0,2,5,2,Yes
45049,1111,Nathan's Deli,07/20/2018,Routine Inspection,131,2,1,2,2,No
42954,5419,Press Room Cafe,07/20/2018,Routine Inspection,124,0,0,1,0,Yes
42960,2620,The Aretha Franklin Amphiteatre,07/20/2018,Routine Inspection,87,0,0,1,0,Yes
43020,1911,United Grill Coney Island of Detroit,07/20/2018,Routine Inspection,126,2,0,2,2,Yes
42988,642,Xochimilco Restaurant ,07/20/2018,Complaint,128,0,0,0,0,Yes
42987,642,Xochimilco Restaurant ,07/20/2018,Routine Inspection,128,0,2,3,2,Yes
43035,51622689,American Axle Plant #6,07/19/2018,Preopening/New,122,2,2,2,4,Yes
42933,51622605,Asian Corn Beef,07/19/2018,Routine Inspection,127,0,5,1,0,No
45033,1618,Bai Mai Thai Lafayette,07/19/2018,Routine Inspection,131,1,2,7,3,Yes
42953,5180,Cinema Detroit,07/19/2018,Routine Inspection,114,0,0,1,0,Yes
45184,449,Clique Restaurant,07/19/2018,Routine Inspection,131,4,3,2,7,Yes
43018,51622743,Diamond Hospitality LLC,07/19/2018,Routine Inspection,126,0,1,0,1,Yes
42937,3555,Friends of Detroit & Tri County,07/19/2018,Routine Inspection,87,0,0,0,0,Yes
42931,2816,J J's Fish and Chicken,07/19/2018,Routine Inspection,127,0,1,3,1,Yes
42962,2127,Kentucky Fried Chicken,07/19/2018,Routine Inspection,126,0,0,3,0,Yes
43158,51622563,La Pasada,07/19/2018,Routine Inspection,128,0,0,0,0,Yes
42927,5355,Los Chapos Restaurante Mexicano,07/19/2018,Routine Inspection,112,1,2,0,2,No
42930,329,Nite Cap Lounge Inc.,07/19/2018,Routine Inspection,127,0,2,0,2,Yes
42928,1469,Noni's Sherwood Grille,07/19/2018,Routine Inspection,112,1,0,1,1,Yes
42926,5078,"Papa's Pizza - JNL Pizzaria, Inc.",07/19/2018,Routine Inspection,112,0,1,3,1,Yes
42943,5185,Paradise Natural Foods (EMK),07/19/2018,Routine Inspection,114,0,0,0,0,Yes
43401,51622736,Pontchartrain Hotel-Jefferson House/Main,07/19/2018,Routine Inspection,124,0,0,0,0,Yes
42925,4768,Pontchartrain Hotel - Tabbacci,07/19/2018,Routine Inspection,124,2,1,0,3,Yes
43037,2392,Royal Grill,07/19/2018,Complaint,83,0,1,4,1,Yes
43016,384,Subway #66,07/19/2018,Routine Inspection,126,0,1,2,1,Yes
42938,3425,They Say/Dunco Holding LLC,07/19/2018,Routine Inspection,87,0,0,2,0,Yes
42932,327,"Toy Box II Bar and Grill, Inc.",07/19/2018,Routine Inspection,127,0,0,0,0,Yes
43122,3140,West Fort Street Bar & Grill,07/19/2018,Routine Inspection,128,0,0,0,0,Yes
43001,51622515,4 of a Kind Catering,07/18/2018,Routine Inspection,126,1,0,2,1,Yes
42915,5054,Belle Isle Krispy Crunchy Chicken,07/18/2018,Routine Inspection,87,0,1,0,1,Yes
45224,4996,Children's Hospital of Michigan,07/18/2018,Routine Inspection,131,2,1,3,3,Yes
43123,4417,Community Health & Social Services Ctr. ,07/18/2018,Routine Inspection,128,0,0,0,0,Yes
43000,51622555,Empire,07/18/2018,Routine Inspection,126,0,2,1,0,No
42908,51622728,Good Krispy Fish & Chicken,07/18/2018,Routine Inspection,87,0,1,1,1,Yes
42936,2287,Lunchtime Neo LLC,07/18/2018,Routine Inspection,87,0,0,1,0,Yes
43125,4234,Mangonadas Del Barrio,07/18/2018,Routine Inspection,128,0,1,2,0,No
43027,51622751,Motor City Casino- Portables(5),07/18/2018,Preopening/New,122,0,0,0,0,Yes
43182,1056,Tameleria Nuevo Leon,07/18/2018,Routine Inspection,128,0,0,1,0,Yes
42998,5421,Ali's Pizza,07/17/2018,Routine Inspection,126,1,1,0,0,No
42901,2813,Bogartz Food and Spirits,07/17/2018,Routine Inspection,87,0,0,6,0,Yes
42902,1507,Coney King Coney Island,07/17/2018,Routine Inspection,87,0,1,2,1,Yes
42911,1308,Detroit Roller Wheels,07/17/2018,Routine Inspection,112,0,0,0,0,Yes
42999,1045,GJon's Corporation,07/17/2018,Routine Inspection,126,0,1,0,0,No
42934,340,Little Caesar's Pizza #59,07/17/2018,Routine Inspection,127,0,2,0,1,No
42910,2280,Mary's Grille,07/17/2018,Routine Inspection,112,0,0,2,0,Yes
42929,724,McDonald's #24733,07/17/2018,Routine Inspection,127,3,0,2,2,No
42899,51622639,Meta Physica Wellness Center,07/17/2018,Routine Inspection,87,0,0,0,0,Yes
42891,51622661,Millender Center- Applebees/IHOP,07/17/2018,Routine Inspection,124,2,2,3,4,Yes
42890,4692,Millender Center-Banquets,07/17/2018,Routine Inspection,124,0,0,0,0,Yes
42912,1510,New Taystee's Pizza,07/17/2018,Routine Inspection,112,2,4,2,5,No
43126,279,Pauls Pizzeria,07/17/2018,Routine Inspection,128,1,2,2,3,Yes
43124,655,PVT Kozdron Memorial  Home Assoc.,07/17/2018,Routine Inspection,128,0,0,0,0,Yes
42900,1961,Subway 12011,07/17/2018,Routine Inspection,87,0,1,2,1,Yes
42895,5268,The Fountain Detroit,07/17/2018,Routine Inspection,133,4,6,10,8,No
43003,51622580,The New Conant Street Grill,07/17/2018,Routine Inspection,126,0,1,5,0,No
42892,51622788,Tim Horton's #3500,07/17/2018,Routine Inspection,124,2,2,4,4,Yes
42893,51622764,Tres Leches 'n Snacks,07/17/2018,Plan Review/Pre-Open,133,1,0,0,1,Yes
42894,51622764,Tres Leches 'n Snacks,07/17/2018,Plan Review/Final/Ap,133,0,0,0,0,Yes
45229,51622637,Jam Jomar XXV III (McDonalds),07/16/2018,Complaint,131,0,0,0,0,Yes
45231,51622637,Jam Jomar XXV III (McDonalds),07/16/2018,Routine Inspection,131,2,3,5,5,Yes
45263,1004,Kentucky Fried Chicken ,07/16/2018,Routine Inspection,131,1,0,1,1,Yes
45176,1004,Kentucky Fried Chicken ,07/16/2018,Complaint,131,1,0,0,1,Yes
42957,1796,Popeye's Chicken & Biscuits,07/16/2018,Routine Inspection,87,0,1,3,1,Yes
42888,4182,Terrace Cafe,07/16/2018,Routine Inspection,124,1,0,1,1,Yes
42903,1640,University of Detroit Dental School,07/16/2018,Routine Inspection,87,0,0,0,0,Yes
44822,51622558,Pablo Tacos,07/14/2018,Routine Inspection,87,0,0,1,0,Yes
43031,51622705,Brujo,07/13/2018,Preopening/New,122,1,0,0,1,Yes
42877,3172,Centaur Bar,07/13/2018,Routine Inspection,124,3,4,2,4,No
42876,4765,"Detroit Vegan Soul, LLC",07/13/2018,Routine Inspection,87,0,0,1,0,Yes
42878,377,Fox Theatre,07/13/2018,Routine Inspection,124,2,1,4,3,Yes
42909,2015,Motor City Coney & Grill,07/13/2018,Routine Inspection,87,0,0,1,0,Yes
42897,1796,Popeye's Chicken & Biscuits,07/13/2018,Routine Inspection,87,0,1,3,1,Yes
42889,51622665,Van Dyke Coney Island,07/13/2018,Plan Review/Pre-Open,133,0,0,0,0,Yes
42874,2079,8 Mile Grill,07/12/2018,Routine Inspection,112,0,0,1,0,Yes
42870,432,Cardoni's Bar & Grill,07/12/2018,Routine Inspection,112,0,0,0,0,Yes
45230,51622782,Fast Treats,07/12/2018,Routine Inspection,131,1,4,6,5,Yes
42883,3220,Hash Brown Cafe,07/12/2018,Routine Inspection,126,1,0,2,1,Yes
42865,4796,Horatio Williams Foundation,07/12/2018,Routine Inspection,87,0,0,2,0,Yes
42872,51622497,Islamic Center of Detroit,07/12/2018,Routine Inspection,112,0,0,0,0,Yes
42866,1168,Locker Room Lounge,07/12/2018,Routine Inspection,83,2,1,1,0,No
42884,2775,Penthouse,07/12/2018,Routine Inspection,127,1,1,0,1,No
42862,725,Player's,07/12/2018,Routine Inspection,126,2,0,2,2,Yes
42935,2714,Sala Thai,07/12/2018,Enforcement referral,87,1,0,0,1,Yes
42885,688,Trumpp's,07/12/2018,Routine Inspection,127,2,1,0,2,No
42869,3199,Detroit Fish & Shrimp III,07/11/2018,Routine Inspection,112,1,1,1,2,Yes
42868,2666,Kentucky Fried Chicken,07/11/2018,Routine Inspection,112,0,0,1,0,Yes
42867,1680,Michigan Opera Theater,07/11/2018,Routine Inspection,133,0,2,1,1,No
42859,1674,Nicky D's Coney Island,07/11/2018,Routine Inspection,127,4,5,2,8,No
42881,1379,Oscar's Coney Island #6,07/11/2018,Routine Inspection,112,3,3,1,5,No
42856,5185,Paradise Natural Foods (EMK),07/11/2018,Routine Inspection,131,0,0,0,0,Yes
42904,1450,Rattlesnake Club,07/11/2018,Routine Inspection,87,0,1,4,1,Yes
42855,3853,Salvation Army #1,07/11/2018,Mobile Inspection,87,0,0,0,0,Yes
42858,4454,Southern Smokehouse,07/11/2018,Routine Inspection,127,1,5,6,1,No
